Title,Address,District,KT,LB,LT,Price,index
rumah mewah tanah luas lokasi strategis di cijerah bandung,cijerah,bandung kulon,2.0,200,216,1500000000.0,1
rumah  di arcamanik endah bandung timur,arcamanik,arcamanik,4.0,100,124,1100000000.0,1
rumah luas (ada kolam renang) jl. rajamantri turangga bandung,turangga,lengkong,5.0,450,880,11000000000.0,1
murah dijual bu rumah tinggal di nata endah bandung,kopo,bojongloa kaler,2.0,70,99,475000000.0,1
rumah bagus jl. rajamantri bandung,turangga,lengkong,4.0,240,206,4300000000.0,1
rumah bagus jl. rajamantri turangga bandung,turangga,lengkong,5.0,300,440,7300000000.0,1
dijual rumah 2 lt di holis regency,babakan ciparay,babakan ciparay,3.0,130,90,2100000000.0,1
siap masuk full renovasi rumah bagus gempol sari cijerah bandung,cijerah,bandung kulon,3.0,120,60,875000000.0,1
rumah bagus jl. rajamantri turangga bandung,turangga,lengkong,5.0,220,315,4800000000.0,1
jual rumah hoek di jalan kembar timur (sayap jalan bkr),regol,regol,4.0,105,164,2500000000.0,1
rumah ada warung untk usaha lt60/45 harga275jt di cibiru bandung timur,cibiru,cibiru,2.0,45,60,275000000.0,1
"murah, rumah baru minimalis di cluster budi permai, setiabudi",ledeng,cidadap,2.0,94,155,2600000000.0,1
"rumah kost di pusat kota dekat kampus , ( murah di bawah njop )",cibeunying kaler,cibeunying kaler,7.0,500,298,2300000000.0,1
dijual rumah cantik dan mewah 2 lantai di bandung,mandalajati,mandalajati,6.0,500,750,4700000000.0,1
rumah arcamanik bandung,arcamanik,arcamanik,2.0,60,60,681000000.0,1
rumah ready stock 2 unit di sulaksana ahmad yani bandung,cibeunying kidul,cibeunying kidul,4.0,115,97,1470000000.0,1
rumah idaman kaum muda  bebas polusi di permana cimahi,isola,sukasari,2.0,36,75,575000000.0,1
rumah modern minimalis cisaranten,cisaranten kulon,arcamanik,3.0,70,116,850000000.0,1
lokasi strategis mudah ke kiara artha park dan stasuin kereta,kiaracondong,kiaracondong,3.0,250,119,2000000000.0,1
dijual rumah lingkungan sejuk khas bandung utara,gegerkalong,sukasari,4.0,300,500,6500000000.0,1
dijual rumah asri luas di ciumbuleuit prime location,ciumbuleuit,cidadap,2.0,413,475,8700000000.0,1
perumahan mekarwangi cibaduyut bandung,cibaduyut,bojongloa kidul,5.0,250,200,3350022030.0,1
perumahan kpr mekarwangi bandung,bojongloa kidul,bojongloa kidul,5.0,180,169,3203000000.0,1
dijual rumah baru cluster modern siap huni dekat samsat kircon,kiaracondong,kiaracondong,3.0,171,89,1600000000.0,1
rumah mewah dago asri,dago,coblong,3.0,73,66,1720000000.0,1
"hunian islami pertama di pasteur, bandung",cicendo,cicendo,3.0,100,150,2500000000.0,1
jual rumah baru 2lt view bandung promo 599jt all in,pasirjati,ujungberung,2.0,45,72,599000000.0,1
jual rumah baru 2lt view bandung 600jt all in bonus canoppy,pasirjati,ujungberung,2.0,45,72,600000000.0,1
rumah tinggal jl. budisari,ledeng,cidadap,4.0,350,200,3100000000.0,1
dijual rumah budiasih setiabudi bandung siap huni di daerah utara,ledeng,cidadap,3.0,480,510,14000000000.0,1
ready stock rumah baru modern 2 lantai dipadasuka,padasuka,cibeunying kidul,4.0,122,125,1500000000.0,1
rumah strategis cocok untuk usaha kosan,andir,andir,4.0,225,78,1500000000.0,1
rumah murah sayap burangrang,lengkong,lengkong,7.0,200,178,1450000000.0,1
"jual rumah awiligar , dago sekitarnya",cigadung,cibeunying kaler,3.0,180,261,2010000000.0,1
"dijual rumah modern terawat 2 lt. area setra indah, antara komp. sukam",pasteur,sukajadi,5.0,380,397,4900000000.0,1
di jual rumah dkt surapati core,cibeunying kidul,cibeunying kidul,2.0,50,54,320000000.0,1
dijual rumah minimalis lokasi antapani,antapani,antapani,4.0,147,167,2400000000.0,1
jual rumah di jalan aliwigar,cikutra,cibeunying kidul,4.0,98,196,1995000000.0,1
dijual rumah daerah dadali garuda bandung,garuda,andir,3.0,180,248,2600000000.0,1
rumah terawat siap huni lokasi di batu indah batununggal,batununggal,bandung kidul,4.0,235,278,3350000000.0,1
dijual rumah strategis m.toha kota bandung harga nego,regol,regol,4.0,160,200,2300000000.0,1
dijual cepat rumah lux arcamanik lokasi strategis harga nego,arcamanik,arcamanik,4.0,169,115,2750000000.0,1
rumah lama strategis sayap bkr,lengkong,lengkong,5.0,210,171,3000000000.0,1
rumah setiabudi regency lapis lazuli 2m-an ada kolam renang,sukasari,sukasari,3.0,175,203,2850000000.0,1
rumah  tengah kota bandung,buahbatu,buahbatu,3.0,100,126,1900000000.0,1
dijual rumah hitung tanah sayap riau,bandung wetan,bandung wetan,4.0,235,437,8750000000.0,1
rumah siap huni antapani city mas,antapani,antapani,2.0,43,72,835000000.0,1
rumah  indent alam permai 2 jatihandap bandung utara,jatihandap,mandalajati,2.0,33,72,490000000.0,1
rumah murah grand sharon regency bandung timur,antapani,antapani,3.0,133,115,1400000000.0,1
rumah murah permata arcamanik bandung timur,antapani,antapani,3.0,100,149,1050000000.0,1
"jual rumah moderen , sejuk dan nyaman di kopo permai",kopo,bojongloa kaler,3.0,193,203,1800000000.0,1
rumah dijual di jalan guntur,malabar,lengkong,7.0,600,1007,20140000000.0,1
rumah lama di turangga,batununggal,bandung kidul,3.0,170,199,2700000000.0,1
dijual murah rumah di batununggal,batununggal,bandung kidul,5.0,160,200,2600000000.0,1
dijual rumah minimalis modern di cimahi,antapani,antapani,4.0,200,100,1300000000.0,1
"strategis , rumah siap huni, dkt kampus",cikutra,cibeunying kidul,2.0,100,70,437000000.0,1
dijual kosan aktif akses komplek deket kampus uin cibiru kota bandung,cibiru,cibiru,10.0,210,140,600000000.0,1
rumah siap huni harga butuh sariwangi bandung,gegerkalong,sukasari,4.0,150,113,700000000.0,1
jual rumah bangunan lama murah cisaranten,arcamanik,arcamanik,2.0,165,265,1100000000.0,1
dijual rumah murah batununggal indah,batununggal,bandung kidul,4.0,560,375,6500000000.0,1
rumah murah arcamanik siap huni,arcamanik,arcamanik,2.0,90,133,1000000000.0,1
rumah nyaman best view di komplek ciwaruga bandung,gegerkalong,sukasari,6.0,286,254,2250000000.0,1
"rumah mewah modern 2,5 lantai di kopo permai",margahayu utara,babakan ciparay,6.0,300,150,2500000000.0,1
rumah podomoro bandung,buahbatu,buahbatu,2.0,36,66,1400000000.0,1
dijual rumah terawat daerah gasibu gedung sate  bandung,cihaurgeulis,cibeunying kaler,3.0,170,320,4000000000.0,1
rumah di jl saluyu komp riung bandung,rancasari,rancasari,4.0,225,120,1300000000.0,1
"dijual rumah di kawasan elite bandung, perumahan parahyangan",gegerkalong,sukasari,7.0,300,446,4500000000.0,1
rumah dengan kolam renang di resort dago pakar,dago,coblong,7.0,650,536,11500000000.0,1
perumahan modern minimalis nyaman dan asri cilengkrang city view 2,ujungberung,ujungberung,2.0,50,80,687000000.0,1
rumah dua lantai murah,panyileukan,panyileukan,2.0,71,68,550000000.0,1
"dijual rumah jl. suryalaya xvii, kec. lengkong, bandung",lengkong,lengkong,9.0,2136,1424,11800000000.0,1
"rumah minimalis 2 lantai di sarijadi, bagus siap huni",sarijadi,sukasari,3.0,110,84,1200000000.0,1
rumah minimalis siap huni di komplek taman holis,kopo,bojongloa kaler,4.0,150,200,2500000000.0,1
"rumah mewah
bisa untuk villa, kafe
kawasan elite dago",dago,coblong,3.0,607,1683,18000000000.0,1
dijual cepat rumah baru minimalis di pusat kota dekat gedung sate,coblong,coblong,3.0,90,209,3265000000.0,1
rumah bojongkoneng masuk kotamadya,cikutra,cibeunying kidul,3.0,85,95,1300000000.0,1
dijual rumah daerah antapani,antapani,antapani,6.0,300,168,2500000000.0,1
rumah kostan sekitar terminal cicaheum,cicaheum,kiaracondong,10.0,450,264,1025000000.0,1
rumah 2 lantai 500 jutaan di kodya bandung,cibiru,cibiru,2.0,50,62,385000000.0,1
siap huni rumah cahaya kaza 2 lantai,rancasari,rancasari,3.0,82,90,1659000000.0,1
rumah mewah siap huni di boulevard utama,rancasari,rancasari,5.0,185,189,4006250000.0,1
dijual cepat rumah asri 1 lantai di jl.windu-burangrang-gatsu,malabar,lengkong,6.0,350,410,8800000000.0,1
dijual cepat rumah minimalis modern 100% baru di komp.cikutra baru,cikutra,cibeunying kidul,4.0,160,147,2900000000.0,1
dijual cepat rumah mewah 100% baru lo kasi elit cipaganti raya bandung,cipaganti,coblong,3.0,600,861,42000000000.0,1
rumah mewah posisi hoek di komp.tubagus ismail-dago bandung,dago,coblong,5.0,500,350,7900000000.0,1
jual rumah sayap buah batu 2 lt harga miring,buahbatu,buahbatu,5.0,150,144,1600000000.0,1
dijual cepat rumah mewah ada kolamrenang nya di sukaluyu bandung,sukaluyu,cibeunying kaler,5.0,700,515,12500000000.0,1
"jarang ada rumah mewah sayap dago dekat rs,borromeus bandung",dago,coblong,4.0,800,1217,40000000000.0,1
dijual cepat rumah induk dan kosn di jl.sabang sayap riau bandung,bandung wetan,bandung wetan,18.0,450,497,9700000000.0,1
dijual cepat rumah mewah siap huni lokasi elit cipaganti bandung,cipaganti,coblong,5.0,812,830,26000000000.0,1
rumah komplek bukit pajajaran bandung,pasir impun,mandalajati,4.0,275,210,2200000000.0,1
"rumah untuk usaha di mainroad turangga, buahbatu",buahbatu,buahbatu,5.0,450,408,7600000000.0,1
dijual rumah baru di sayap buah batu kota bandung,buahbatu,buahbatu,3.0,90,113,1350000000.0,1
dijual rumah di antapani,antapani,antapani,3.0,120,120,1350000000.0,1
rumah dijual di antapani,arcamanik,arcamanik,3.0,120,168,1350000000.0,1
"dijual rumah di jl. cijagra, bandung",lengkong,lengkong,4.0,120,120,2450000000.0,1
rumah baru siap huni komplek antapani strategis,antapani,antapani,4.0,150,115,1600000000.0,1
jalan utama kopo bandung. cocok untuk gudang dan perkantoran.,kopo,bojongloa kaler,10.0,1000,1246,14500000000.0,1
rumah murah siap huni di batununggal lokasi favorit,batununggal,bandung kidul,4.0,120,200,2650000000.0,1
dijual rumah di arcamanik dekat antapani,batununggal,bandung kidul,4.0,135,98,1200000000.0,1
dijual rumah siap huni di puridago,dago,coblong,4.0,220,140,1650000000.0,1
rumah besar dan mewah di dekat jln soekarno hatta,rancasari,rancasari,5.0,185,189,3400000000.0,1
jual rumah eklusif ditengah kota bandung,pasirluyu,regol,3.0,150,249,3400000000.0,1
jual rumah guntursari sayap buah batu,regol,regol,5.0,180,103,1900000000.0,1
dijual rumah siap huni di setiabudi regency,ledeng,cidadap,4.0,250,177,2950000000.0,1
dijual rumah baru di jalan turangga,turangga,lengkong,5.0,190,130,3200000000.0,1
"jual rumah arcamanik, bisa buat tempat tinggal atau buat kost2 an",arcamanik,arcamanik,7.0,150,210,1500000000.0,1
dijual rumah citra green dago,dago,coblong,5.0,236,400,5200000000.0,1
dijual rumah siap huni di puri dago antapani,antapani,antapani,3.0,136,98,2700000000.0,1
viral hunian tanpa dp lokasi bandung selatan,cibaduyut,bojongloa kidul,2.0,36,60,417000000.0,1
hot deal nego sampe jadi rumah baru di turangga,turangga,lengkong,5.0,250,160,2400000000.0,1
dijual rumah kota bandung dekat pasar ujung berung,ujungberung,ujungberung,2.0,45,95,525000000.0,1
rumah asri ciwaruga dkt polban parongpong gegerkalong villa asri ciwaruga,gegerkalong,sukasari,2.0,58,94,750000000.0,1
rumah mewah sayap cipaganti,cipaganti,coblong,5.0,812,830,28000000000.0,1
rumah dijual di kembar mas siap huni murah,lingkar selatan,lengkong,5.0,450,216,3400000000.0,1
dijual rumah di cisaranten,arcamanik,arcamanik,3.0,102,149,1500000000.0,1
dijual rumah rasa villa di dago 5 lt full furnished.,dago,coblong,5.0,250,139,3500000000.0,1
rumah terlaris dibandung lokasi strategis bebas banjir,dago,coblong,2.0,42,230000000,230000000.0,1
rumah murah promo bonus shm,dago,coblong,2.0,45,70,210000000.0,1
"rumah modern untuk orang mapan,dekat exit toll gedebage, bandung timur | a 1.10.",gedebage,gedebage,4.0,338,308,6843150000.0,1
rumah elora di kota berkelas dunia dekat exit toll gedebage bandung | a 1.10.2.4,gedebage,gedebage,4.0,215,190,3994890000.0,1
"for sale hunian hangat cocok untuk keluarga diare ancol timur, bandung",regol,regol,4.0,350,220,4500000000.0,1
rumah cahaya tipe inara unit terbatas,rancasari,rancasari,3.0,161,160,2871248000.0,1
dijual rumah posisi hook di bojong koneng,cibeunying kaler,cibeunying kaler,3.0,150,213,1800000000.0,1
jual rumah di dago awiligar - cikutra bandung,cikutra,cibeunying kidul,3.0,185,266,2000000000.0,1
dijual rumah di batununggal mulia raya,batununggal,bandung kidul,4.0,310,455,5000000000.0,1
di jual cepat rumah minimalis siap huni dalam cluster antapani,antapani,antapani,4.0,150,144,1600000000.0,1
grand sharon residence bandung - rumah cahaya inara,rancasari,rancasari,3.0,161,160,2477800000.0,1
"dijual rumah hitung tanah di jl. cigadung raya barat, bandung",cibeunying kaler,cibeunying kaler,2.0,300,1811,20826500000.0,1
rumah siap huni di babakan jeruk pasteur bandung dekat tol pasteur,pasteur,sukajadi,4.0,300,241,3500000000.0,1
dijual rumah siap huni di cisaranten arcamanik bebas banjir,batununggal,bandung kidul,4.0,112,114,975000000.0,1
dijual rumah baru modern minimalis siap huni antapani,antapani,antapani,3.0,106,90,1395000000.0,1
rumah murah harga menarik di turangga,malabar,lengkong,4.0,150,298,3000000000.0,1
rumah mewah strategis bandung timur konsep open space,rancasari,rancasari,3.0,161,157,2786000000.0,1
dijual rumah minimalis siap huni arcamanik,arcamanik,arcamanik,2.0,50,78,620000000.0,1
dijual rumah siap huni di sarijadi dekat tol pasteur bebas banjir,dago,coblong,3.0,120,140,1500000000.0,1
dijual rumah siap huni strategis di sarijadi dekat tol pasteur,batununggal,bandung kidul,3.0,120,140,1500000000.0,1
rumah cluster pasirjati jatiendah ujung berung,ujungberung,ujungberung,2.0,36,78,650000000.0,1
dijual  rumah villa view golf resort & city,dago,coblong,3.0,549,200,3850000000.0,1
rumah di komplek dago village ciburial,dago,coblong,3.0,220,314,5192580000.0,1
rumah dijual lingkungan nyaman,buahbatu,buahbatu,7.0,320,362,4200000000.0,1
jual rumah lux sayap pasteur bandung,pasteur,sukajadi,5.0,400,398,4500000000.0,1
"rumah setra duta 3 lantai, baru dibangun, tidak perlu indent",sukasari,sukasari,4.0,380,240,6150000000.0,1
rumah luas dan asri di batununggal,batununggal,bandung kidul,3.0,310,455,5000000000.0,1
rumah baru  di bawah 1 milyar daerah antapani,antapani,antapani,3.0,45,90,950000000.0,1
rumah baru scandinavia di cijambe badung timur,buahbatu,buahbatu,2.0,45,72,550000000.0,1
dijual rumah baru 2 lantai view bandung timur,arcamanik,arcamanik,2.0,45,72,550000000.0,1
jual butuh cepat kost2an cibeureum,andir,andir,8.0,170,299,2300000000.0,1
rumah baru indent jl permata elok cluster damai arcamanik bandung kota,antapani,antapani,2.0,36,50,500000000.0,1
dijual rumah baru siap huni cisaranten-arcamanik,cisaranten kulon,arcamanik,3.0,75,108,945000000.0,1
rumah siap huni sayap buah batu kota bandung strategis,buahbatu,buahbatu,5.0,100,162,1650000000.0,1
"rumah di komplek bali garden city view, jimbaran",cigadung,cibeunying kaler,3.0,125,140,1900000000.0,1
rumah cantik view pesawahan,ujungberung,ujungberung,2.0,36,100,440000000.0,1
rumah di arcamanik di bawah 1 milyar dalam komplek,arcamanik,arcamanik,2.0,90,133,1000000000.0,1
dijual rumah baru dan modern di cisaranten-arcamanik,cisaranten kulon,arcamanik,3.0,105,100,1150000000.0,1
dijual rumah mewah siap huni di dago pakar full furnished,dago,coblong,6.0,350,438,9000000000.0,1
new cluster genova modern kontemporer summarecon bandung,gedebage,gedebage,3.0,88,104,2116081800.0,1
dijual cepat rumah murah full furnished komplek cisaranten arcamanik,antapani,antapani,3.0,120,85,1250000000.0,1
jual cepat rumah di sukajadi ada ruang usaha dan siap pakai,sukajadi,sukajadi,4.0,415,324,8990000000.0,1
rumah di komplek setiabudi regency  dengan kolam renang,ledeng,cidadap,5.0,350,225,2800000000.0,1
rumah di komp permata indah arcamanik bandung,arcamanik,arcamanik,3.0,95,127,1200000000.0,1
rumah 3 lantai murah kodya bandung,mandalajati,mandalajati,3.0,130,60,780000000.0,1
hunian dekat pusat kota bandung promo earlybird 472 jutaan,padasuka,cibeunying kidul,2.0,50,60,472000000.0,1
rumah di sadang serang bandung,sadangserang,coblong,5.0,120,131,1300000000.0,1
rumah cahaya paling diminati di kota bandung,rancasari,rancasari,3.0,161,160,2400000000.0,1
rumah villa 2 lantai dengan fasilitas terbaik di kota bandung,ujungberung,ujungberung,2.0,50,50,585000000.0,1
rumah 2 lantai murah cisaranten kulon arcamanik bandung timur,cisaranten kulon,arcamanik,3.0,90,95,975000000.0,1
rumah cikajang 18 no 18,antapani,antapani,6.0,180,90,1000000000.0,1
"rumah baru 3 lantai siap huni di jalan sukahaji permai, bandung",sukahaji,babakan ciparay,3.0,170,88,1600000000.0,1
rumah dijual cepat bu siap huni bumi adipura gedebage bandung,gedebage,gedebage,4.0,300,318,2900000000.0,1
perumahan islami 400 meter dari rencana exit tol nagreg dan rs unisba,batununggal,bandung kidul,2.0,51,68,378650000.0,1
rumah menarik harga miring sayap riau jarang ada,coblong,coblong,8.0,250,329,8500000000.0,1
perumahan islamic green garden promo besar strategis dekat exit tol,ujungberung,ujungberung,2.0,51,67,378800000.0,1
harga rumah mekarwangi bandung,bojongloa kidul,bojongloa kidul,5.0,155,125,2650200000.0,1
rumah dijual di mekarwangi bandung,bojongloa kidul,bojongloa kidul,2.0,75,54,1175020000.0,1
rumah lux full furnished di komplek elite taman sakura pratista,astana anyar,astana anyar,5.0,380,325,8500000000.0,1
dijual rumah mewah 2 lt hanya 600 juta. lokasi di cinunuk bandung.,cibiru,cibiru,3.0,70,60,750000000.0,1
rumah cantik terlaris bandung   fullspek,astana anyar,astana anyar,2.0,41,61,180000000.0,1
luas267 dkt hotel ibis gatsu drh turangga buah batu,buahbatu,buahbatu,3.0,120,267,2499000000.0,1
rumah komplek antamani bandung barat,antapani,antapani,4.0,130,232,1655000000.0,1
rumah siap huni cisaranten,cisaranten wetan,cinambo,4.0,385,200,2200000000.0,1
rumah siap huni antapani,antapani,antapani,3.0,90,113,900000000.0,1
rumah deket tol pasteur,pasteur,sukajadi,9.0,510,1510,8500000000.0,1
rumah modern terawat 2 lantai di area bojong koneng cikutra,cikutra,cibeunying kidul,5.0,200,185,1700000000.0,1
jual rumah taman sari bukit bandung,ujungberung,ujungberung,4.0,200,300,3000000000.0,1
jual rumah siap huni batununggal jelita - bandung,batununggal,bandung kidul,3.0,140,240,3500000000.0,1
jual rumah baru 2lt view bandung timur free kitchen set,pasirjati,ujungberung,2.0,45,72,600000000.0,1
dijual rumah di sarijadi bandung termurah,sukasari,sukasari,6.0,450,286,6000000000.0,1
dijual rumah di bandung,coblong,coblong,3.0,150,459,10000000000.0,1
dijual rumah bandung timur tampak lebar megah harga menarik,panyileukan,panyileukan,4.0,240,144,2500000000.0,1
dujual rumah lux full furnish batununggal kota bandung,batununggal,bandung kidul,4.0,300,200,3450000000.0,1
dijual rumah pusat kota dekat dengan alun alun bandung,jamika,bojongloa kaler,3.0,56,56,625000000.0,1
dijual rumah murah pasir impun bandung,pasir impun,mandalajati,2.0,50,78,520000000.0,1
dijual rumah arcamanik bandung akses jalan lebar harga murah,arcamanik,arcamanik,2.0,100,120,900000000.0,1
dijual rumah di komplek setra dago,antapani,antapani,5.0,120,151,1850000000.0,1
dijual rumah bagus 2 lantai semi furnished di arcamanik,arcamanik,arcamanik,3.0,112,60,599000000.0,1
rumah siap pakai kota bandung,cibeunying kidul,cibeunying kidul,4.0,150,245,3500000000.0,1
rumah lux dijual full furnished dekat batagor riri,lengkong,lengkong,6.0,448,336,11400000000.0,1
dijual rumah siap pakai  taman milenium  pasteur,pasteur,sukajadi,4.0,500,220,6950000000.0,1
dijual cepat rumah di panyileukan bandung,panyileukan,panyileukan,3.0,80,112,925000000.0,1
rumah murah margahayu siap huni,antapani,antapani,3.0,90,144,875000000.0,1
rumah murah margahayu siap huni,batununggal,bandung kidul,3.0,90,144,875000000.0,1
dijual rumah strategis m.toha kota bandung harga nego,regol,regol,4.0,200,140,1750000000.0,1
rumah baru cilengkrang,antapani,antapani,2.0,36,60,498000000.0,1
dijual murah rumah di kawaluyaan indah kota bandung,buahbatu,buahbatu,4.0,182,204,1500000000.0,1
dijual rumah di komplek pesona pasteur residence,pasteur,sukajadi,4.0,160,148,1600000000.0,1
rumah siap huni murah arcamanik,arcamanik,arcamanik,2.0,40,70,700000000.0,1
jual rumah siap huni minimalis leuwisari bandung,bojongloa kidul,bojongloa kidul,4.0,175,235,2500000000.0,1
"kos dekat univ maranatha 13 kamar, masuk mobil",sukajadi,sukajadi,13.0,300,154,1800000000.0,1
jual rumah murah semi furnish murah di arcamanik,arcamanik,arcamanik,5.0,293,297,2200000000.0,1
anapuri type darmaraja podomoro bandung,buahbatu,buahbatu,4.0,156,160,4600000000.0,1
rumah cantik aesthetic di cluster pasir impun,pasir impun,mandalajati,6.0,140,120,1550000000.0,1
rumah mewah klasik bangunan kokoh dan terawat,ledeng,cidadap,7.0,600,510,7000000000.0,1
house of minimalis bangunan baru 1 lantai,antapani,antapani,3.0,120,216,4700000000.0,1
rumah dijual murah di arcamanik,arcamanik,arcamanik,2.0,90,133,980000000.0,1
rumah baru minimalis di antapani tengah,antapani,antapani,5.0,190,135,2100000000.0,1
rumah baru di dago resort,dago,coblong,3.0,313,161,5000000000.0,1
jual rumah baru di turangga,turangga,lengkong,5.0,250,184,2900000000.0,1
jual rumah di antapani bandung,antapani,antapani,3.0,116,283,2000000000.0,1
jual rumah semi furnish di arcamanik,arcamanik,arcamanik,5.0,250,192,2300000000.0,1
dijual rumah/ kantor/ kos2an di sayap supratman lokasi strategis,cihapit,bandung wetan,6.0,230,375,9000000000.0,1
rumah murah antapani siap huni,antapani,antapani,3.0,90,113,830000000.0,1
rumah dijual di jalan leuwi sari,kopo,bojongloa kaler,4.0,233,233,2500000000.0,1
rumah dijual di cluster batununggal indah,batununggal,bandung kidul,4.0,180,180,2500000000.0,1
dijual rumah lokasi bagus di sukamulya-sukajadi,sukajadi,sukajadi,7.0,400,1510,10500000000.0,1
rumah minimalis modern di komplek situsari,batununggal,bandung kidul,4.0,170,100,1900000000.0,1
kostan di bandung kota dekat kampus stt telkom,buahbatu,buahbatu,30.0,600,331,6500000000.0,1
rumah baru. minimalis. hadap utara. kota bandung,rancasari,rancasari,2.0,42,72,1000000000.0,1
rumah lux semi hotel di perumahan grand sharon bandung,rancasari,rancasari,5.0,185,189,4000000000.0,1
rumah minimalis fully furnished. kota bandung,rancasari,rancasari,2.0,50,101,1300000000.0,1
"dijual rumah di komp. darchi, antapani",antapani,antapani,6.0,469,294,4500000000.0,1
"dijual rumah di jl. pln ciateul, bandung",regol,regol,3.0,96,96,1750000000.0,1
rumah baru di komplek batununggal abadi,batununggal,bandung kidul,5.0,210,162,3650000000.0,1
dijual rumah siap huni bangunan baru turangga ( sinom ),turangga,lengkong,4.0,120,140,2400000000.0,1
rumah tinggal di parakan batununggal,batununggal,bandung kidul,6.0,330,299,3900000000.0,1
dijual rumah lokasi strategis di kawaluyaan-buahbatu kodya bandung,buahbatu,buahbatu,3.0,95,162,1600000000.0,1
dijual rumah siap huni harga terjangkau cisaranten arcamanik,cisaranten kulon,arcamanik,3.0,75,96,695000000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 16,cicaheum,kiaracondong,3.0,50,60,512000000.0,1
pasti cocok ..di jual rumah bagus siap huni sayap buah batu,buahbatu,buahbatu,6.0,500,400,3100000000.0,1
dijual cepat lokasi bagus samping tol pasteur cocok untuk kosn&usaha,pasteur,sukajadi,3.0,164,270,3200000000.0,1
dijual cepat rumah mewah di geger kalong permai bandung,gegerkalong,sukasari,5.0,315,450,6500000000.0,1
dijual cepat rumah keren taman luas view ok di komp.dago pakar resort,dago,coblong,5.0,900,1079,14000000000.0,1
rumah lux bangunan mewah di sukamulya indah-sayap pasteur/sukajadi bandung,sukajadi,sukajadi,4.0,570,552,16000000000.0,1
"rumah di sayap dago tubagus ismail cocok untuk kantor, red doorz",dago,coblong,7.0,400,601,9750000000.0,1
rumah villa yg homey banget di setiabudi regency,ledeng,cidadap,4.0,350,268,2750000000.0,1
rumah mewah furnished+kolam renang di cisatu-ciumbuleuit unpar bandung,ciumbuleuit,cidadap,3.0,400,351,9000000000.0,1
villa mewah di komplek elit setiabudi regency,ledeng,cidadap,4.0,283,314,6750000000.0,1
rumah dijual di cigadung siap huni murah,cigadung,cibeunying kaler,5.0,300,203,2200000000.0,1
rumah asri homey sangat terawat full furnished,cigadung,cibeunying kaler,4.0,275,510,5500000000.0,1
dijual rumah rumah baru di turangga  the best area,turangga,lengkong,5.0,280,205,3500000000.0,1
rumah dijual di bandung strategis,gegerkalong,sukasari,3.0,170,270,3000000000.0,1
"rumah asri luas di kawasan premium
sukamulya bandung utara",pasteur,sukajadi,5.0,400,575,8500000000.0,1
dijual cepat rumah asri dekat unpad dipati ukur bandung harga ok pisan,dago,coblong,10.0,632,906,25000000000.0,1
rumah klasik strategis sayap riau,bandung wetan,bandung wetan,6.0,125,488,15000000000.0,1
dijual rumah baru komplek elite setiabudi regency,dago,coblong,5.0,300,232,3300000000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 17,arcamanik,arcamanik,2.0,59,60,512000000.0,1
jual cepat rumah di arcamanik dekat ke antapani,buahbatu,buahbatu,3.0,200,119,1800000000.0,1
rumah komersil strategis sayap gatsu,malabar,lengkong,8.0,200,350,2500000000.0,1
dijual rumah baru di komplek cisaranten kulon arcamanik strategis,antapani,antapani,3.0,75,113,950000000.0,1
rumah baru 2 lantai di antapani dekat mesjid ( on progess ),antapani,antapani,3.0,105,93,1650000000.0,1
rumah cantik siap huni di cigadung sayap dago,dago,coblong,4.0,142,98,1800000000.0,1
"rumah di resort dago pakar , forest hill",dago,coblong,5.0,180,220,4500000000.0,1
rumah di dago resort rose garden,dago,coblong,5.0,350,462,6500000000.0,1
"dijual rumah lokasi strategis sukaluyu, cigadung, cibeunying, cikutra",cibeunying kaler,cibeunying kaler,7.0,223,223,2750000000.0,1
rumah siap huni di kembar selatan,buahbatu,buahbatu,3.0,160,150,1990000000.0,1
rumah baru scandinavia di bandung timur,pasirjati,ujungberung,2.0,45,72,550000000.0,1
"rumah di summarecon bandung, cluster flora",gedebage,gedebage,3.0,105,105,2400000000.0,1
rumah di summarecon cluster cynthia,gedebage,gedebage,4.0,144,120,2800000000.0,1
"rumah baru 2 lantai di pusakota buah batu, turangga, jati indah",buahbatu,buahbatu,4.0,150,130,2300000000.0,1
"dijual rumah di jl. cemara, bandung",sukajadi,sukajadi,10.0,220,352,13500000000.0,1
"dijual rumah di jl. cipaku indah i, bandung",cidadap,cidadap,4.0,600,1100,14000000000.0,1
rumah murah kwalitas mewah di rancaekek bandung,cikutra,cibeunying kidul,2.0,42,75,450750000.0,1
ready stock rumah mewah kota bandung dekat tol,rancasari,rancasari,5.0,185,189,4000000000.0,1
rumah tubagus ismail sayap dago asri luas siap huni,coblong,coblong,6.0,293,550,7500000000.0,1
dijual rumah kost 23 kamar di tubagus ismail bandung selalu penuh,dago,coblong,23.0,684,616,6750000000.0,1
dijual murah sayap riau/supratman,bandung wetan,bandung wetan,6.0,290,320,3000000000.0,1
dijual cluster elite siap huni di buahbatu,buahbatu,buahbatu,3.0,94,95,2200000000.0,1
rumah ciumbuleuit bandung,ciumbuleuit,cidadap,4.0,250,402,6500000000.0,1
rumah baru 2 lantai di daerah arcamanik,arcamanik,arcamanik,3.0,75,103,945000000.0,1
rumah baru 2 lantai di cisaranten kulon,arcamanik,arcamanik,3.0,100,100,1400000000.0,1
